cell,easting_mean,northing_mean,cluster,years_available,log_traffic_mean,log_traffic_max,traffic_year_cv,point_cv_mean,log_link_length_km,log_count_points,road_category_n,year_coverage_frac,traffic_trend_pct_per_year
4669,294800.0,580000.0,0,10,8.95883592564299,9.048879705849558,0.10892585480075662,0.0,2.3513752571634776,0.6931471805599453,1,1.0,-0.01603757664617088
4670,304296.5,584070.0,0,10,8.159145877637226,8.873748128154395,0.0491005076176841,1.2019122793290287,2.856470206220483,1.0986122886681098,2,1.0,0.00719460647341113
4671,311620.0,583333.3333333334,0,10,9.983831753217618,10.404717282628672,0.051315312974094134,0.5978005674665262,3.068052935133617,1.3862943611198906,2,1.0,0.012401121988519427
4673,336655.0,583083.3333333334,0,10,7.891318291864919,8.403800504061147,0.06628198867695073,0.7228899097391305,2.341805806147327,1.3862943611198906,2,1.0,0.020983003412014575
4674,348330.0,587580.0,0,10,7.258904986878031,7.458186157340487,0.1302870295245681,0.0,0.0,0.6931471805599453,1,1.0,-0.02857197743441389
4741,217213.33333333334,595096.6666666666,0,10,8.400850368155918,9.179881164491475,0.02580007828158683,0.7129284679521681,3.0819099697950434,1.9459101490553132,2,1.0,0.0058699061811524605
4742,220260.0,592100.0,0,10,7.060047089324396,7.122866658599083,0.04091772451626177,0.0,2.4765384001174837,0.6931471805599453,1,1.0,0.006953939914833358
4745,254800.0,595350.0,0,10,7.121413991085132,7.1846291527173145,0.03693155562664284,0.0,2.4159137783010487,0.6931471805599453,1,1.0,0.009131077996257217
4747,272594.4,591543.5,0,10,5.238567362142263,5.5053315359323625,0.2508470983517827,0.0,0.0,0.6931471805599453,1,1.0,-0.07490055302221663
4748,285957.13333333336,595101.85,1,10,7.758319228460303,8.694669696546992,0.20777046510273947,0.8404298257566113,2.8780742300857582,1.1314021114911006,2,1.0,0.042049291041441325
4749,290000.0,591560.0,0,9,8.745832723234235,8.83927669058535,0.04804324971502981,0.0,2.468099531471619,0.6931471805599453,1,0.9,0.015774256865485805
4750,307400.0,596500.0,0,10,8.395771042211061,8.47345026846832,0.0436319653817063,0.0,2.4159137783010487,0.6931471805599453,1,1.0,0.010019103236187824
4751,310220.0,593500.0,0,10,10.324245132462586,10.392496923021222,0.03877092109318767,0.0,2.533696813957432,0.6931471805599453,1,1.0,0.008307212261081345
4754,340035.0,599360.0,0,10,7.594783778533905,7.675546002537848,0.04983525345637004,0.0,2.8735646395797834,0.6931471805599453,1,1.0,0.014269939174307703
